open_time,open,high,low,close,volume,close_time
1.67158E+12,16895.75286,16909.07114,16892.24314,16906.386,0,1.67158E+12
1.67158E+12,16906.336,16921.746,16904.60486,16915.45208,0,1.67158E+12
1.67158E+12,16916.43886,16916.43886,16862.32118,16872.32926,0,1.67158E+12
1.67158E+12,16871.65557,16880.783,16848.01008,16872.23912,0,1.67158E+12
1.67158E+12,16871.97326,16874.81657,16860.27426,16870.84726,0,1.67158E+12
1.67158E+12,16871.15411,16887.89483,16870.73881,16885.76689,0,1.67158E+12
1.67158E+12,16885.69089,16904.07683,16885.57317,16897.78857,0,1.67158E+12
1.67158E+12,16897.68,16904.57271,16873.49686,16875.53129,0,1.67158E+12
1.67158E+12,16875.20871,16881.11543,16856.33805,16864.96901,0,1.67158E+12
1.67158E+12,16864.49658,16864.81158,16842.50629,16855.17529,0,1.67158E+12
1.67158E+12,16855.44271,16855.44271,16820.10262,16837.29595,0,1.67158E+12
1.67158E+12,16836.52152,16850.49909,16836.23465,16842.29586,0,1.67158E+12
1.67158E+12,16842.11158,16852.39671,16831.00577,16851.94563,0,1.67158E+12
1.67158E+12,16852.62557,16860.31628,16849.98278,16858.94702,0,1.67158E+12
1.67159E+12,16859.10588,16865.80824,16854.6821,16855.68929,0,1.67159E+12
1.67159E+12,16855.70714,16877.52167,16854.03681,16862.40243,0,1.67159E+12
1.67159E+12,16862.41529,16862.85471,16845.23556,16846.52275,0,1.67159E+12
1.67159E+12,16846.69004,16859.06318,16846.15029,16849.45771,0,1.67159E+12
1.67159E+12,16848.36893,16852.91523,16837.7415,16848.6048,0,1.67159E+12
1.67159E+12,16848.71303,16855.70635,16845.67745,16854.83669,0,1.67159E+12
1.67159E+12,16854.7624,16865.42821,16850.21878,16850.83129,0,1.67159E+12
1.67159E+12,16850.8732,16859.95364,16848.51773,16850.99227,0,1.67159E+12
1.67159E+12,16850.34542,16865.1405,16848.21657,16865.1405,0,1.67159E+12
1.67159E+12,16865.49178,16874.5175,16863.54323,16867.15949,0,1.67159E+12
1.67159E+12,16867.00392,16867.03864,16859.64709,16860.92664,0,1.67159E+12
1.67159E+12,16860.91592,16867.17321,16859.3825,16864.28178,0,1.67159E+12
1.67159E+12,16864.12749,16876.0691,16863.19007,16874.14829,0,1.67159E+12
1.67159E+12,16874.13515,16878.77333,16865.36049,16867.01062,0,1.67159E+12
1.67159E+12,16867.27105,16867.41705,16844.17454,16853.18701,0,1.67159E+12
1.67159E+12,16852.80306,16869.9474,16849.97507,16867.68996,0,1.67159E+12
1.67159E+12,16867.11525,16867.60169,16851.6419,16852.8499,0,1.67159E+12
1.67159E+12,16852.8029,16861.50086,16852.23233,16859.67,0,1.67159E+12
1.67159E+12,16859.54971,16863.71571,16858.45418,16861.74329,0,1.67159E+12
1.67159E+12,16861.81271,16866.00014,16847.55151,16849.72164,0,1.67159E+12
1.67159E+12,16849.69871,16850.16907,16844.69229,16847.21029,0,1.67159E+12
1.67159E+12,16847.25957,16850.08514,16846.199,16849.15492,0,1.67159E+12
1.67159E+12,16849.56157,16850.79035,16841.76139,16847.20279,0,1.67159E+12
1.67159E+12,16846.92536,16847.74757,16821.28653,16824.174,0,1.67159E+12
1.67159E+12,16824.4821,16825.12043,16801.18827,16823.892,0,1.67159E+12
1.67159E+12,16823.7856,16832.55895,16818.5353,16826.7024,0,1.67159E+12
1.67159E+12,16826.40883,16833.09938,16825.45841,16831.33939,0,1.67159E+12
1.67159E+12,16831.76981,16833.14624,16814.08095,16814.60004,0,1.67159E+12
1.67159E+12,16814.41632,16827.91814,16809.41338,16827.70443,0,1.67159E+12
1.67159E+12,16827.46414,16841.66048,16827.3593,16836.72838,0,1.67159E+12
1.67159E+12,16836.64538,16839.10695,16831.12682,16831.83355,0,1.67159E+12
1.67159E+12,16831.0104,16841.2271,16830.50482,16839.1381,0,1.67159E+12
1.67159E+12,16839.30253,16839.76421,16832.77796,16837.44957,0,1.67159E+12
1.67159E+12,16837.1167,16841.38953,16828.48571,16837.73104,0,1.6716E+12
1.6716E+12,16837.81075,16838.26189,16823.47479,16823.90779,0,1.6716E+12
1.6716E+12,16823.91136,16825.25936,16820.28948,16820.71443,0,1.6716E+12
1.6716E+12,16820.64114,16822.65928,16807.70592,16808.74325,0,1.6716E+12
1.6716E+12,16808.83482,16824.1546,16806.36625,16824.1546,0,1.6716E+12
1.6716E+12,16824.25532,16824.90946,16795.50902,16797.87472,0,1.6716E+12
1.6716E+12,16798.85014,16806.63723,16791.70132,16806.63723,0,1.6716E+12
1.6716E+12,16805.79723,16814.25664,16796.032,16813.13375,0,1.6716E+12
1.6716E+12,16813.92852,16817.66216,16808.08514,16810.31286,0,1.6716E+12
1.6716E+12,16810.55329,16810.74938,16801.33299,16802.78043,0,1.6716E+12
1.6716E+12,16802.91856,16819.58914,16787.73506,16813.5408,0,1.6716E+12
1.6716E+12,16813.86586,16816.09,16807.95297,16814.47251,0,1.6716E+12
1.6716E+12,16814.18937,16814.42865,16790.82093,16793.34646,0,1.6716E+12
1.6716E+12,16794.83516,16801.98098,16774.23983,16798.50129,0,1.6716E+12
1.6716E+12,16798.58786,16807.64225,16798.27372,16806.93986,0,1.6716E+12
1.6716E+12,16806.88643,16813.89465,16804.26012,16810.74029,0,1.6716E+12
1.6716E+12,16810.37001,16816.53498,16800.89969,16805.76874,0,1.6716E+12
1.6716E+12,16806.0586,16814.73278,16805.79189,16814.65014,0,1.6716E+12
1.6716E+12,16814.76607,16824.17714,16813.21229,16819.95318,0,1.6716E+12
1.6716E+12,16819.72889,16829.21771,16818.40162,16825.21716,0,1.6716E+12
1.6716E+12,16825.53402,16832.15984,16822.61384,16830.07784,0,1.6716E+12
1.6716E+12,16829.99042,16831.80841,16828.08072,16831.14813,0,1.6716E+12
1.6716E+12,16831.8987,16837.81968,16823.55775,16823.55775,0,1.6716E+12
1.6716E+12,16823.89933,16843.63852,16818.34778,16833.06599,0,1.6716E+12
1.6716E+12,16833.9157,16835.03084,16830.96786,16832.79886,0,1.6716E+12
1.6716E+12,16832.76886,16835.47198,16827.23374,16827.23374,0,1.6716E+12
1.6716E+12,16827.13957,16828.90071,16820.66514,16827.14387,0,1.6716E+12
1.6716E+12,16827.21044,16841.96298,16821.88457,16837.95643,0,1.6716E+12
1.6716E+12,16838.16103,16841.34817,16837.148,16839.30257,0,1.6716E+12
1.6716E+12,16839.13871,16846.53946,16837.85943,16842.0637,0,1.6716E+12
1.6716E+12,16842.39641,16848.94474,16837.19741,16837.73529,0,1.6716E+12
1.6716E+12,16837.66583,16845.10786,16834.25742,16841.24882,0,1.6716E+12
1.6716E+12,16841.17829,16853.53119,16840.89696,16843.24023,0,1.6716E+12
1.6716E+12,16843.26657,16844.182,16838.27283,16840.50553,0,1.67161E+12
1.67161E+12,16840.89686,16842.11557,16835.06329,16837.86526,0,1.67161E+12
1.67161E+12,16837.82483,16844.3638,16834.15913,16834.98829,0,1.67161E+12
1.67161E+12,16835.34986,16836.25864,16832.12229,16836.25864,0,1.67161E+12
1.67161E+12,16836.22092,16839.56162,16829.5521,16830.88629,0,1.67161E+12
1.67161E+12,16830.86387,16849.79067,16830.31014,16836.60855,0,1.67161E+12
1.67161E+12,16836.49212,16845.10629,16836.36042,16843.919,0,1.67161E+12
1.67161E+12,16843.0431,16844.85429,16837.53871,16839.74571,0,1.67161E+12
1.67161E+12,16839.48897,16841.43271,16831.62814,16832.71615,0,1.67161E+12
1.67161E+12,16832.633,16836.29757,16831.62501,16835.67713,0,1.67161E+12
1.67161E+12,16835.55556,16837.56771,16824.78604,16826.4036,0,1.67161E+12
1.67161E+12,16826.87574,16830.47929,16823.503,16826.51445,0,1.67161E+12
1.67161E+12,16826.40731,16831.38223,16826.40731,16828.70368,0,1.67161E+12
1.67161E+12,16829.08024,16832.57851,16828.89309,16829.70409,0,1.67161E+12
1.67161E+12,16829.59196,16829.66225,16818.92115,16827.69025,0,1.67161E+12
1.67161E+12,16827.30568,16829.03081,16816.23493,16816.77679,0,1.67161E+12
1.67161E+12,16817.07936,16820.47636,16804.72583,16813.91493,0,1.67161E+12
1.67161E+12,16813.781,16815.11349,16803.15724,16803.15724,0,1.67161E+12
1.67161E+12,16803.00367,16817.86306,16801.71196,16817.64883,0,1.67161E+12
1.67161E+12,16817.42526,16819.23638,16812.50345,16813.02631,0,1.67161E+12
1.67161E+12,16813.03616,16813.66365,16797.06188,16805.97353,0,1.67161E+12
1.67161E+12,16805.92263,16810.70165,16804.41851,16807.96561,0,1.67161E+12
1.67161E+12,16807.94604,16807.94604,16799.92785,16806.7001,0,1.67161E+12
1.67161E+12,16806.7451,16820.09121,16802.58268,16819.92494,0,1.67161E+12
1.67161E+12,16820.43147,16843.28545,16819.7829,16843.28545,0,1.67161E+12
1.67161E+12,16843.99351,16845.15058,16827.75088,16830.38986,0,1.67161E+12
1.67161E+12,16830.04685,16888.21129,16828.79058,16880.5968,0,1.67161E+12
1.67161E+12,16880.25623,16885.33152,16860.57416,16864.742,0,1.67161E+12
1.67161E+12,16864.27072,16868.53138,16859.04176,16867.36768,0,1.67161E+12
1.67161E+12,16867.63227,16874.55823,16863.28744,16872.86553,0,1.67161E+12
1.67161E+12,16872.65896,16877.06208,16866.46256,16869.81939,0,1.67161E+12
1.67161E+12,16870.30455,16871.5238,16860.22418,16860.99032,0,1.67161E+12
1.67161E+12,16861.19032,16862.36144,16856.62211,16857.53678,0,1.67161E+12
1.67161E+12,16857.30278,16860.49783,16856.96574,16858.27858,0,1.67161E+12
1.67162E+12,16858.53657,16858.53657,16848.1475,16855.21554,0,1.67162E+12
1.67162E+12,16854.82672,16862.24892,16852.3506,16854.67643,0,1.67162E+12
1.67162E+12,16854.96996,16869.23287,16854.69042,16865.63943,0,1.67162E+12
1.67162E+12,16865.92941,16879.25321,16864.988,16878.10616,0,1.67162E+12
1.67162E+12,16878.42072,16879.76664,16874.19562,16875.00419,0,1.67162E+12
1.67162E+12,16875.08738,16876.24474,16867.50884,16868.05611,0,1.67162E+12
1.67162E+12,16868.10968,16870.58411,16864.63971,16867.38398,0,1.67162E+12
1.67162E+12,16867.2197,16867.94641,16863.90772,16866.5757,0,1.67162E+12
1.67162E+12,16866.5757,16866.75213,16860.14516,16862.79444,0,1.67162E+12
1.67162E+12,16862.45359,16863.49996,16859.91505,16862.98753,0,1.67162E+12
1.67162E+12,16863.13982,16879.70159,16862.53781,16877.90417,0,1.67162E+12
1.67162E+12,16877.80597,16880.52541,16870.73403,16878.02908,0,1.67162E+12
1.67162E+12,16878.42236,16879.85699,16869.26999,16869.26999,0,1.67162E+12
1.67162E+12,16869.07468,16871.25954,16866.74113,16868.26991,0,1.67162E+12
1.67162E+12,16868.18547,16870.51511,16865.83871,16866.86656,0,1.67162E+12
1.67162E+12,16866.68512,16869.97995,16865.75642,16869.51784,0,1.67162E+12
1.67162E+12,16869.71453,16870.35283,16856.25868,16858.08078,0,1.67162E+12
1.67162E+12,16857.97278,16872.10762,16853.66624,16861.25973,0,1.67162E+12
1.67162E+12,16861.44659,16864.05714,16860.43516,16863.67937,0,1.67162E+12
1.67162E+12,16863.77766,16865.64427,16858.68239,16864.84927,0,1.67162E+12
1.67162E+12,16865.15671,16867.66784,16860.91231,16863.915,0,1.67162E+12
1.67162E+12,16864.17515,16864.50071,16854.66609,16858.1061,0,1.67162E+12
1.67162E+12,16857.8751,16864.70592,16857.65053,16860.02097,0,1.67162E+12
1.67162E+12,16860.38754,16862.56315,16859.05017,16860.00589,0,1.67162E+12
1.67162E+12,16860.01987,16860.84317,16854.61844,16856.19118,0,1.67162E+12
1.67162E+12,16856.02561,16867.88498,16856.02561,16867.07771,0,1.67162E+12
1.67162E+12,16867.44242,16869.01441,16865.27776,16866.51461,0,1.67162E+12
1.67162E+12,16866.62503,16875.47589,16866.00233,16875.47589,0,1.67162E+12
1.67162E+12,16875.29409,16878.92701,16872.76449,16878.90614,0,1.67162E+12
1.67162E+12,16878.19714,16889.83304,16877.97808,16880.3888,0,1.67162E+12
1.67162E+12,16880.20409,16885.35229,16873.34711,16881.03622,0,1.67162E+12
1.67162E+12,16880.9445,16883.15386,16869.9357,16873.00314,0,1.67162E+12
1.67162E+12,16873.31825,16874.09557,16854.43714,16854.43714,0,1.67162E+12
1.67162E+12,16854.60729,16856.84983,16840.4978,16843.66661,0,1.67163E+12
1.67163E+12,16843.5329,16849.37849,16842.56019,16845.72171,0,1.67163E+12
1.67163E+12,16845.4048,16846.79065,16840.16586,16846.618,0,1.67163E+12
1.67163E+12,16846.05265,16846.88737,16840.58883,16842.80943,0,1.67163E+12
1.67163E+12,16842.63958,16845.64038,16840.26055,16844.73672,0,1.67163E+12
1.67163E+12,16844.47586,16848.60207,16843.61715,16847.73908,0,1.67163E+12
1.67163E+12,16847.73908,16866.62029,16847.57743,16863.2273,0,1.67163E+12
1.67163E+12,16863.37115,16863.61,16855.23562,16856.61924,0,1.67163E+12
1.67163E+12,16856.04896,16858.49147,16839.10858,16839.10858,0,1.67163E+12
1.67163E+12,16839.07743,16845.33864,16837.83719,16844.06802,0,1.67163E+12
1.67163E+12,16844.04786,16844.75777,16822.48204,16835.77572,0,1.67163E+12
1.67163E+12,16836.06714,16851.08953,16835.6998,16847.50308,0,1.67163E+12
1.67163E+12,16847.31598,16851.11995,16833.67745,16850.74595,0,1.67163E+12
1.67163E+12,16850.70689,16851.73553,16845.17443,16847.66186,0,1.67163E+12
1.67163E+12,16847.90036,16847.90036,16827.392,16832.77493,0,1.67163E+12
1.67163E+12,16831.79936,16843.41271,16816.21171,16838.69126,0,1.67163E+12
1.67163E+12,16838.55983,16844.42283,16829.62916,16830.74473,0,1.67163E+12
1.67163E+12,16830.826,16837.78641,16828.79384,16836.80682,0,1.67163E+12
1.67163E+12,16836.65439,16836.66468,16831.95584,16833.14543,0,1.67163E+12
1.67163E+12,16833.08157,16849.48904,16830.69699,16849.48904,0,1.67163E+12
1.67163E+12,16849.1519,16849.74261,16841.22668,16847.01952,0,1.67163E+12
1.67163E+12,16846.7928,16850.47644,16844.43097,16847.60573,0,1.67163E+12
1.67163E+12,16849.28244,16850.63951,16845.79259,16846.79553,0,1.67163E+12
1.67163E+12,16847.27759,16852.62329,16844.74257,16847.22608,0,1.67163E+12
1.67163E+12,16847.22936,16857.78443,16845.89695,16854.85462,0,1.67163E+12
1.67163E+12,16854.94119,16858.11246,16848.15043,16856.35757,0,1.67163E+12
1.67163E+12,16855.60033,16864.752,16847.33051,16863.01186,0,1.67163E+12
1.67163E+12,16862.85971,16873.18586,16833.83431,16835.79142,0,1.67163E+12
1.67163E+12,16835.656,16865.56129,16833.86229,16861.98487,0,1.67163E+12
1.67163E+12,16862.30887,16872.47457,16851.40364,16870.578,0,1.67163E+12
1.67163E+12,16870.11312,16905.10037,16870.11312,16885.44835,0,1.67163E+12
1.67163E+12,16885.91478,16887.43,16837.761,16838.00812,0,1.67163E+12
1.67163E+12,16837.14371,16843.62486,16742.54041,16788.59233,0,1.67163E+12
1.67163E+12,16790.51364,16814.64641,16772.47044,16793.93186,0,1.67164E+12
1.67164E+12,16794.62629,16839.99136,16792.8576,16839.12126,0,1.67164E+12
1.67164E+12,16838.08211,16842.73821,16822.27719,16828.89402,0,1.67164E+12
1.67164E+12,16828.91287,16841.09181,16823.90861,16825.88717,0,1.67164E+12
1.67164E+12,16825.87003,16832.75371,16811.07557,16816.2345,0,1.67164E+12
1.67164E+12,16816.24386,16828.07386,16806.15381,16826.8796,0,1.67164E+12
1.67164E+12,16826.73402,16847.94371,16820.56548,16845.63043,0,1.67164E+12
1.67164E+12,16845.54437,16869.78029,16844.263,16867.34129,0,1.67164E+12
1.67164E+12,16867.13456,16869.12814,16852.32835,16854.32348,0,1.67164E+12
1.67164E+12,16853.65334,16861.25943,16842.16439,16845.78165,0,1.67164E+12
1.67164E+12,16846.16586,16850.567,16839.05471,16840.07854,0,1.67164E+12
1.67164E+12,16840.10711,16860.25035,16839.51711,16859.87949,0,1.67164E+12
1.67164E+12,16859.77965,16865.60593,16858.44511,16860.25036,0,1.67164E+12
1.67164E+12,16860.27364,16860.27364,16854.07727,16854.5797,0,1.67164E+12
1.67164E+12,16854.35479,16858.74453,16844.501,16849.17879,0,1.67164E+12
1.67164E+12,16848.46594,16849.24321,16826.09529,16826.09529,0,1.67164E+12
1.67164E+12,16826.33403,16836.97141,16822.76719,16828.61458,0,1.67164E+12
1.67164E+12,16829.21358,16832.78564,16825.90353,16832.65978,0,1.67164E+12
1.67164E+12,16832.68064,16832.76593,16820.01671,16821.01971,0,1.67164E+12
1.67164E+12,16820.60629,16823.74029,16814.06871,16814.06871,0,1.67164E+12
1.67164E+12,16814.29423,16815.3995,16799.182,16813.904,0,1.67164E+12
1.67164E+12,16813.84986,16815.11108,16795.22343,16795.22343,0,1.67164E+12
1.67164E+12,16794.8656,16811.34328,16791.7899,16804.16003,0,1.67164E+12
1.67164E+12,16803.93446,16804.58232,16784.61233,16786.37503,0,1.67164E+12
1.67164E+12,16785.41433,16791.63946,16774.58183,16791.63946,0,1.67164E+12
1.67164E+12,16791.08689,16802.43038,16788.42424,16789.21172,0,1.67164E+12
1.67164E+12,16787.739,16805.67029,16787.739,16803.33698,0,1.67164E+12
1.67164E+12,16803.39484,16804.81843,16795.23043,16801.82014,0,1.67164E+12
1.67164E+12,16801.68057,16808.49714,16800.80099,16806.44253,0,1.67164E+12
1.67164E+12,16806.74839,16807.30443,16799.3017,16801.22257,0,1.67164E+12
1.67164E+12,16801.11857,16810.81665,16795.86542,16807.10257,0,1.67164E+12
1.67164E+12,16807.35096,16808.27185,16802.18354,16806.28453,0,1.67164E+12
1.67164E+12,16806.49939,16810.96962,16801.66427,16802.36543,0,1.67164E+12
1.67164E+12,16802.11984,16807.23192,16802.11984,16805.7585,0,1.67164E+12
1.67165E+12,16806.0025,16817.459,16801.63957,16816.40392,0,1.67165E+12
1.67165E+12,16816.41435,16817.09043,16808.19282,16813.53443,0,1.67165E+12
1.67165E+12,16813.28051,16821.7309,16810.67157,16817.51377,0,1.67165E+12
1.67165E+12,16817.28135,16829.55457,16816.97978,16820.90619,0,1.67165E+12
1.67165E+12,16821.3139,16823.50131,16811.68252,16815.08264,0,1.67165E+12
1.67165E+12,16815.00092,16815.24586,16804.99869,16808.23882,0,1.67165E+12
1.67165E+12,16809.61895,16811.09586,16800.248,16802.85271,0,1.67165E+12
1.67165E+12,16802.71398,16809.12437,16797.11557,16804.41969,0,1.67165E+12
1.67165E+12,16804.40826,16808.00981,16801.98899,16807.23014,0,1.67165E+12
1.67165E+12,16806.91314,16807.66039,16797.4183,16799.662,0,1.67165E+12
1.67165E+12,16799.78914,16800.74257,16785.05497,16788.79613,0,1.67165E+12
1.67165E+12,16788.78309,16797.25424,16787.39099,16793.47971,0,1.67165E+12
1.67165E+12,16793.62527,16794.39298,16777.73194,16789.79404,0,1.67165E+12
1.67165E+12,16789.72547,16792.4286,16785.64406,16789.10947,0,1.67165E+12
1.67165E+12,16789.46747,16801.56406,16788.02682,16800.04076,0,1.67165E+12
1.67165E+12,16800.36719,16803.23875,16799.35206,16802.56449,0,1.67165E+12
1.67165E+12,16802.40561,16802.90461,16798.495,16798.90686,0,1.67165E+12
1.67165E+12,16799.08815,16803.85611,16780.85602,16784.50423,0,1.67165E+12
1.67165E+12,16784.31994,16791.11968,16782.58546,16786.87322,0,1.67165E+12
1.67165E+12,16786.92465,16791.7791,16777.47588,16779.77919,0,1.67165E+12
1.67165E+12,16779.52876,16792.81171,16779.52876,16789.56114,0,1.67165E+12
1.67165E+12,16789.36714,16789.63461,16772.72431,16780.28931,0,1.67165E+12
1.67165E+12,16780.01317,16785.08431,16778.27083,16784.08857,0,1.67165E+12
1.67165E+12,16784.07564,16788.15229,16782.23564,16786.58229,0,1.67165E+12
1.67165E+12,16786.18463,16786.58586,16778.19881,16780.67843,0,1.67165E+12
1.67165E+12,16780.36008,16782.507,16732.1654,16755.10282,0,1.67165E+12
1.67165E+12,16755.09915,16755.09915,16733.08182,16734.59553,0,1.67165E+12
1.67165E+12,16734.91253,16749.53401,16734.77424,16745.36594,0,1.67165E+12
1.67165E+12,16745.29989,16757.275,16739.74468,16757.275,0,1.67165E+12
1.67165E+12,16757.29826,16763.75141,16753.82874,16761.53097,0,1.67165E+12
1.67165E+12,16761.24926,16764.12269,16757.97211,16762.94956,0,1.67165E+12
1.67165E+12,16762.73854,16765.15283,16754.48314,16755.19771,0,1.67165E+12
1.67165E+12,16755.14371,16760.65771,16754.426,16756.71671,0,1.67165E+12
1.67165E+12,16756.079,16772.69257,16756.079,16771.83911,0,1.67166E+12
1.67166E+12,16771.39969,16771.83738,16767.37383,16770.10683,0,1.67166E+12
1.67166E+12,16770.13397,16778.75886,16769.17111,16775.93158,0,1.67166E+12
1.67166E+12,16776.44391,16776.44391,16764.3745,16770.38191,0,1.67166E+12
1.67166E+12,16771.17434,16781.31127,16768.16591,16781.00106,0,1.67166E+12
1.67166E+12,16780.44571,16781.32842,16773.56925,16778.99666,0,1.67166E+12
1.67166E+12,16778.62023,16782.64392,16774.74139,16782.64392,0,1.67166E+12
1.67166E+12,16782.53871,16795.79711,16782.53871,16790.00329,0,1.67166E+12
1.67166E+12,16790.77571,16790.77571,16783.99686,16785.65429,0,1.67166E+12
1.67166E+12,16785.77171,16793.38088,16781.76422,16793.38088,0,1.67166E+12
1.67166E+12,16793.89759,16796.56571,16791.40843,16792.31511,0,1.67166E+12
1.67166E+12,16791.51011,16794.01413,16786.81574,16789.84744,0,1.67166E+12
1.67166E+12,16789.70158,16791.44129,16785.06278,16788.00641,0,1.67166E+12
1.67166E+12,16788.15271,16789.63406,16770.70124,16772.40984,0,1.67166E+12
1.67166E+12,16772.46984,16774.50736,16756.30319,16770.46492,0,1.67166E+12
1.67166E+12,16770.21049,16777.60131,16770.21049,16775.38575,0,1.67166E+12
1.67166E+12,16775.09636,16791.74622,16774.69893,16788.24279,0,1.67166E+12
1.67166E+12,16789.31465,16793.23079,16785.23429,16787.48993,0,1.67166E+12
1.67166E+12,16787.32065,16787.89093,16780.45836,16784.08786,0,1.67166E+12
1.67166E+12,16783.46735,16783.72549,16779.30823,16780.48371,0,1.67166E+12
1.67166E+12,16780.638,16785.15586,16779.75844,16781.54922,0,1.67166E+12
1.67166E+12,16781.66322,16781.66322,16765.34943,16769.72896,0,1.67166E+12
1.67166E+12,16769.71053,16771.34339,16764.32811,16767.76738,0,1.67166E+12
1.67166E+12,16767.77609,16769.31836,16759.62056,16768.21661,0,1.67166E+12
1.67166E+12,16768.20547,16773.76944,16768.1439,16773.08168,0,1.67166E+12
1.67166E+12,16773.59668,16774.6121,16761.20671,16770.3524,0,1.67166E+12
1.67166E+12,16770.35697,16777.25271,16769.067,16775.99052,0,1.67166E+12
1.67166E+12,16776.20486,16776.62229,16766.33257,16769.38455,0,1.67166E+12
1.67166E+12,16769.47357,16770.71341,16765.75851,16765.84393,0,1.67166E+12
1.67166E+12,16765.9125,16777.04859,16755.16905,16760.3126,0,1.67166E+12
1.67166E+12,16758.72343,16776.05228,16752.70964,16775.33285,0,1.67166E+12
1.67166E+12,16775.0541,16812.73129,16774.17453,16806.49154,0,1.67166E+12
1.67166E+12,16806.80012,16811.16586,16792.58129,16794.44743,0,1.67166E+12
1.67166E+12,16794.59571,16795.54529,16779.41212,16783.24774,0,1.67167E+12
1.67167E+12,16783.02296,16786.43414,16779.20495,16781.55086,0,1.67167E+12
1.67167E+12,16781.57786,16795.80571,16779.78952,16792.62814,0,1.67167E+12
1.67167E+12,16792.66871,16802.75883,16791.87446,16801.8334,0,1.67167E+12
1.67167E+12,16801.66182,16806.17746,16799.93783,16801.56893,0,1.67167E+12
1.67167E+12,16801.34721,16811.77193,16795.04796,16806.74821,0,1.67167E+12
1.67167E+12,16806.74379,16808.04718,16803.44627,16803.44627,0,1.67167E+12
1.67167E+12,16803.47585,16832.43943,16802.989,16827.23314,0,1.67167E+12